Data Medicao,INSOLACAO TOTAL; DIARIO(h),PRECIPITACAO TOTAL; DIARIO(mm),TEMPERATURA MEDIA COMPENSADA; DIARIA(°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA(%),VENTO; VELOCIDADE MEDIA DIARIA(m/s),has_Foco
10/04,5.1,0.2,25.48,78.25,2.5722,0
11/04,4.0,0.0,25.38,81.25,2.5722,0
12/04,7.3,37.1,25.36,78.75,2.05776,0
13/04,3.4,0.2,24.18,89.0,2.5722,0
14/04,8.6,0.2,24.32,84.75,3.08664,0
15/04,5.1,15.8,23.98,85.75,2.9151599999999998,0
16/04,0.0,1.2,25.12,76.75,2.05776,0
17/04,7.4,0.0,24.94,76.75,2.5722,0
18/04,8.3,0.0,26.56,74.5,2.5722,0
19/04,7.5,0.0,26.22,72.5,1.88628,0
20/04,7.0,0.0,25.22,69.25,2.05776,0
21/04,7.0,0.0,23.88,73.0,1.88628,0
22/04,5.7,0.0,24.42,80.5,2.5722,0
23/04,6.8,0.2,23.84,79.75,3.08664,0
24/04,8.7,2.8,24.24,77.25,2.5722,0
25/04,7.8,0.1,23.8,78.75,3.08664,0
26/04,6.7,0.3,23.76,84.0,2.5722,0
27/04,8.6,0.7,23.48,82.5,2.5722,0
28/04,9.9,0.0,23.64,74.0,2.5722,0
29/04,9.8,0.0,25.16,70.0,2.5722,0
30/04,9.0,0.0,25.22,69.25,1.88628,0
01/05,9.8,0.0,25.04,73.25,2.5722,0
02/05,7.5,0.0,25.36,77.5,2.9151599999999998,0
03/05,8.9,0.0,24.44,77.75,1.37184,0
04/05,4.2,0.0,23.84,72.25,1.7148,0
05/05,4.4,4.1,23.96,72.75,2.5722,0
06/05,3.6,1.8,22.28,87.25,2.05776,0
07/05,8.9,0.0,23.34,79.75,1.02888,0
08/05,8.1,0.0,23.8,80.0,1.02888,0
09/05,8.4,0.0,24.88,77.25,2.2292400000000003,0
10/05,9.4,0.2,25.0,74.75,2.05776,0
11/05,5.9,0.0,23.96,83.75,2.40072,0
12/05,9.3,1.3,25.58,75.75,3.77256,0
13/05,5.6,0.2,24.72,81.5,2.9151599999999998,0
14/05,4.8,55.9,22.36,90.0,2.40072,0
15/05,6.3,0.9,24.12,78.5,1.54332,0
16/05,5.9,0.3,23.72,80.0,1.88628,0
17/05,2.2,0.0,22.86,84.75,2.2292400000000003,0
18/05,7.2,0.3,23.94,76.5,1.54332,0
19/05,3.8,2.1,23.18,81.5,1.7148,0
20/05,4.4,2.1,23.48,81.25,1.37184,0
21/05,6.4,0.0,24.08,78.0,2.05776,0
22/05,6.4,0.0,24.9,75.75,1.37184,0
23/05,7.2,0.0,24.02,76.75,1.02888,0
24/05,6.7,0.0,23.6,77.75,1.02888,0
25/05,8.5,0.0,23.54,77.5,2.74368,0
26/05,9.6,0.0,23.88,76.75,2.5722,0
27/05,6.9,0.0,22.94,81.0,1.88628,0
28/05,3.9,0.7,22.98,84.25,2.05776,0
29/05,7.5,1.3,24.02,75.75,1.54332,0
30/05,2.7,0.2,22.82,84.0,1.02888,0
31/05,9.2,0.1,22.88,78.75,2.5722,0
01/06,8.6,0.0,22.66,80.75,1.54332,0
02/06,10.0,0.0,22.92,78.75,1.20036,0
03/06,6.3,13.9,22.2,80.0,3.08664,0
04/06,8.3,0.0,22.58,78.0,1.88628,0
05/06,8.5,0.0,21.86,79.5,3.6010800000000005,0
06/06,1.8,0.0,21.38,79.25,3.77256,0
07/06,4.5,0.0,22.3,73.25,4.458480000000001,0
08/06,9.6,0.0,22.02,75.0,3.77256,0
09/06,6.3,1.6,22.92,77.25,1.88628,0
10/06,4.3,2.6,22.36,80.0,3.25812,0
11/06,7.6,2.3,22.6,81.0,3.77256,0
12/06,7.6,2.5,22.66,76.0,3.77256,0
13/06,2.1,0.5,21.74,87.25,2.74368,0
14/06,3.7,3.9,21.54,84.0,2.9151599999999998,0
15/06,5.4,0.4,20.88,87.5,2.05776,0
16/06,2.4,4.3,20.7,90.75,1.88628,0
17/06,1.8,4.9,20.92,93.0,2.74368,0
18/06,2.1,3.8,21.4,86.75,1.37184,0
19/06,8.4,0.3,21.92,82.5,1.54332,0
20/06,5.9,0.0,22.34,82.75,2.40072,0
21/06,7.4,0.9,22.3,84.0,1.54332,0
22/06,4.5,2.5,21.48,82.25,4.458480000000001,0
23/06,9.4,0.0,22.24,78.5,3.08664,0
24/06,5.6,1.3,21.78,85.5,1.37184,0
25/06,10.1,0.2,22.34,82.75,1.54332,0
26/06,8.6,2.6,22.08,81.5,1.54332,0
27/06,9.9,0.0,20.64,84.0,1.88628,0
28/06,5.3,0.0,22.28,81.0,3.08664,0
29/06,4.1,0.1,21.24,84.75,2.2292400000000003,0
30/06,6.0,0.5,21.76,80.75,2.5722,0
01/07,4.8,0.0,20.96,82.5,2.40072,0
02/07,6.3,0.0,20.54,85.5,2.5722,0
03/07,7.8,0.0,22.06,80.0,1.88628,0
04/07,7.0,,,80.0,2.31498,0
05/07,8.1,0.0,24.36,82.0,3.08664,0
06/07,8.6,0.8,24.14,73.25,2.2292400000000003,0
07/07,2.5,,22.32,88.75,2.5722,0
08/07,2.1,5.6,19.44,89.0,2.5722,0
09/07,3.4,0.2,19.08,87.25,2.9151599999999998,0
10/07,7.0,0.1,19.02,79.75,3.25812,0
11/07,5.6,0.0,19.02,86.25,2.05776,0
12/07,9.0,0.0,19.76,80.75,2.05776,0
13/07,9.9,0.0,20.9,80.25,1.54332,0
14/07,8.9,0.0,21.04,85.25,0.68592,0
15/07,9.7,0.0,20.08,81.25,1.54332,0
16/07,7.1,0.0,21.54,80.0,1.54332,0
17/07,10.0,0.0,21.48,71.0,2.40072,0
18/07,0.6,0.0,20.24,81.25,3.08664,0
19/07,8.5,0.0,19.72,72.5,4.11552,0
20/07,5.0,0.8,19.1,86.0,3.77256,0
21/07,0.8,10.7,19.04,94.25,2.5722,0
22/07,3.1,4.2,19.22,88.5,1.37184,0
23/07,7.5,3.7,21.04,82.0,1.88628,0
24/07,7.0,1.3,21.08,78.0,2.40072,0
25/07,7.2,0.4,20.32,85.75,2.40072,0
26/07,3.4,2.7,19.56,87.25,2.05776,0
27/07,2.5,3.6,19.38,89.0,1.88628,0
28/07,7.3,0.9,20.4,87.0,2.40072,0
29/07,8.7,4.5,20.88,85.75,2.5722,0
30/07,2.9,4.7,19.66,88.5,2.05776,0
31/07,8.9,0.2,21.34,82.75,0.68592,0
01/08,7.5,0.0,21.42,74.0,2.2292400000000003,0
02/08,5.9,0.0,21.36,81.0,1.54332,0
03/08,9.9,0.0,22.34,72.5,1.54332,0
04/08,9.0,0.0,23.22,70.0,3.25812,0
05/08,0.0,1.5,19.3,92.0,4.11552,0
06/08,10.1,5.2,20.76,67.5,2.9151599999999998,0
07/08,10.2,0.0,20.58,65.75,2.5722,0
08/08,6.8,0.0,,72.25,2.5722,0
09/08,2.5,0.0,20.36,86.75,2.05776,0
10/08,1.8,12.8,19.66,97.25,1.54332,0
11/08,6.8,9.9,21.94,79.75,2.40072,0
12/08,5.3,2.2,21.92,82.75,2.40072,0
13/08,8.6,0.4,20.8,81.0,2.40072,0
14/08,3.4,0.0,20.56,93.25,2.05776,0
15/08,6.8,1.5,20.66,80.25,3.77256,0
16/08,1.9,1.7,19.0,92.25,4.11552,0
17/08,3.7,8.9,19.44,89.75,2.5722,0
18/08,9.1,12.5,21.22,83.0,2.05776,0
19/08,7.9,0.0,22.5,79.5,1.02888,0
20/08,6.0,0.0,21.9,82.5,1.02888,0
21/08,5.7,0.0,21.04,85.75,1.54332,0
22/08,7.2,0.0,22.58,73.5,1.7148,0
23/08,9.3,0.0,22.88,74.25,2.5722,0
24/08,6.3,0.0,21.88,78.75,1.54332,0
25/08,7.9,0.0,22.82,73.25,1.54332,0
26/08,7.9,0.0,21.94,70.5,2.40072,0
27/08,7.7,0.0,21.82,74.5,1.88628,0
28/08,5.1,3.3,20.7,84.5,3.25812,0
29/08,6.8,0.3,21.88,74.75,2.9151599999999998,0
30/08,3.8,0.8,21.38,82.25,2.5722,0
31/08,7.2,0.1,22.08,68.75,2.5722,0
01/09,9.1,0.0,,68.25,1.88628,0
02/09,7.8,0.0,21.98,73.25,2.40072,0
03/09,6.4,0.4,21.84,81.0,1.54332,0
04/09,9.1,1.0,22.04,71.5,2.5722,0
05/09,9.7,0.0,22.92,67.5,2.05776,0
06/09,6.9,1.2,22.02,76.75,2.40072,0
07/09,5.6,1.9,21.74,78.5,1.88628,0
08/09,0.3,3.8,20.16,93.75,2.40072,0
09/09,7.1,7.5,22.6,79.25,1.54332,0
10/09,5.6,2.0,22.34,85.5,2.5722,0
11/09,7.8,0.7,22.6,74.0,2.2292400000000003,0
12/09,7.4,1.0,23.04,81.0,2.5722,0
13/09,8.5,0.0,23.42,72.0,1.88628,0
14/09,9.0,0.0,22.72,78.0,2.5722,0
15/09,7.3,0.5,22.1,82.0,3.25812,0
16/09,7.4,11.6,21.6,79.75,2.5722,0
17/09,9.5,0.0,22.32,77.5,2.40072,0
18/09,8.8,0.0,23.66,72.5,1.54332,0
19/09,7.6,0.0,23.68,71.5,2.5722,0
20/09,6.9,0.0,22.58,70.0,1.54332,0
21/09,9.2,0.0,24.24,66.75,2.05776,0
22/09,6.8,0.0,22.4,74.75,1.88628,0
23/09,8.5,0.0,23.38,70.5,2.5722,0
24/09,0.0,1.0,19.82,90.25,2.5722,0
25/09,9.1,2.1,22.84,71.5,2.40072,0
26/09,6.7,0.0,23.14,73.25,2.2292400000000003,0
27/09,8.9,0.1,23.88,71.5,1.54332,0
28/09,4.1,0.0,24.18,75.0,2.5722,0
29/09,0.0,0.0,22.96,81.0,2.05776,0
30/09,1.6,0.0,23.5,77.0,1.54332,0
01/10,5.3,0.0,24.52,70.25,3.08664,0
02/10,6.6,0.8,24.12,72.75,2.2292400000000003,0
03/10,5.8,2.5,23.18,73.25,2.05776,0
04/10,8.1,0.5,23.42,84.0,2.05776,0
05/10,7.4,26.5,23.14,73.75,1.54332,0
06/10,7.4,0.0,23.06,72.5,2.2292400000000003,0
07/10,8.3,0.0,24.96,67.25,3.77256,0
08/10,3.2,0.0,24.4,78.0,2.05776,0
09/10,10.6,7.9,24.36,64.75,2.5722,0
10/10,9.5,0.0,24.7,65.25,3.25812,0
11/10,9.1,0.0,24.6,65.0,3.08664,0
12/10,9.2,0.0,24.0,68.75,3.08664,0
13/10,7.4,0.0,24.6,65.75,2.5722,0
14/10,11.1,0.0,24.96,61.0,3.08664,0
15/10,6.7,0.0,25.66,64.0,3.25812,0
16/10,4.6,0.0,24.7,65.75,2.05776,0
17/10,7.2,0.0,24.44,62.0,2.5722,0
18/10,6.9,0.0,24.02,64.25,2.40072,0
19/10,9.0,0.0,25.2,62.25,2.40072,0
20/10,9.9,0.0,26.42,58.25,1.54332,0
21/10,9.8,0.0,27.48,59.0,2.05776,0
22/10,4.6,1.0,26.28,71.25,4.287,0
23/10,4.6,0.0,25.56,86.75,2.05776,0
24/10,7.9,52.6,24.3,78.75,1.88628,0
25/10,8.0,0.0,24.4,69.5,3.25812,0
26/10,9.1,0.0,24.88,58.5,2.5722,0
27/10,8.2,0.0,25.28,67.5,2.5722,0
28/10,10.7,0.0,25.96,59.75,2.40072,0
29/10,8.4,0.0,24.74,65.5,1.54332,0
30/10,9.0,0.0,25.06,63.75,2.5722,1
31/10,8.5,0.1,26.06,67.25,2.05776,0
01/11,7.4,0.0,25.66,67.25,2.05776,0
02/11,7.9,0.0,25.8,66.75,1.54332,0
03/11,10.0,0.0,25.08,68.25,1.54332,0
04/11,6.9,0.0,26.0,66.75,1.88628,0
05/11,10.2,0.0,27.5,59.5,1.88628,0
06/11,11.3,0.0,26.48,57.0,2.74368,0
07/11,7.8,0.0,26.02,58.75,2.5722,0
08/11,8.7,0.0,25.82,62.75,2.40072,0
09/11,8.0,0.0,28.2,48.5,2.9151599999999998,0
10/11,9.4,0.0,26.12,60.0,2.5722,0
11/11,9.6,0.0,26.34,58.75,2.9151599999999998,0
12/11,10.3,0.0,26.88,53.25,2.5722,0
13/11,10.5,0.0,27.66,59.5,3.25812,0
14/11,9.2,0.0,26.56,55.5,2.05776,0
15/11,11.0,0.0,27.06,52.75,2.5722,0
16/11,10.6,0.0,28.54,59.25,2.40072,0
17/11,2.5,0.0,25.7,73.0,2.05776,0
18/11,3.4,0.0,24.78,70.75,2.2292400000000003,0
19/11,9.8,0.0,26.7,57.5,2.40072,0
20/11,8.0,0.0,26.46,57.75,3.77256,1
21/11,9.1,0.0,25.12,67.0,2.05776,0
22/11,7.4,0.0,25.7,60.75,1.88628,0
23/11,7.5,0.0,28.2,57.75,2.40072,1
24/11,7.2,0.0,27.06,73.75,2.9151599999999998,0
25/11,0.4,10.5,23.84,87.5,1.88628,0
26/11,0.0,11.3,21.76,96.0,1.88628,0
27/11,0.0,15.8,21.96,92.5,1.88628,0
28/11,4.4,2.9,23.74,88.0,2.05776,0
29/11,8.7,0.0,26.7,70.75,1.20036,0
30/11,11.4,0.0,26.68,67.25,1.54332,0
01/12,11.2,0.0,26.86,66.25,1.37184,0
02/12,10.9,0.0,27.94,58.25,1.88628,0
03/12,8.7,0.0,27.66,61.0,2.40072,0
04/12,10.6,0.0,26.96,63.75,3.6010800000000005,0
05/12,11.4,0.0,27.06,51.5,3.25812,0
06/12,11.0,0.0,27.4,56.0,2.05776,0
07/12,11.4,0.0,29.14,50.75,2.5722,0
08/12,8.4,0.0,28.24,60.25,3.6010800000000005,0
09/12,10.2,0.0,27.08,59.0,2.05776,0
10/12,11.2,0.0,26.62,53.75,2.5722,0
11/12,11.2,0.0,27.24,54.25,2.40072,0
12/12,11.3,0.0,27.56,53.0,3.08664,1
13/12,6.8,0.0,26.78,54.75,2.5722,0
14/12,9.6,0.0,26.7,64.75,3.25812,0
15/12,6.9,9.1,24.56,72.75,3.08664,0
16/12,6.9,9.9,23.94,78.75,2.05776,0
17/12,8.6,0.6,26.1,64.5,3.25812,0
18/12,6.7,0.0,26.18,66.0,2.05776,0
19/12,10.6,0.0,26.66,55.5,2.5722,0
20/12,10.4,0.0,27.38,58.75,2.74368,0
21/12,10.2,0.0,26.9,56.0,2.5722,0
22/12,11.4,0.0,27.14,55.0,3.94404,0
23/12,7.6,0.0,26.48,57.75,2.40072,0
24/12,8.0,0.0,27.96,59.0,3.25812,0
25/12,6.0,0.0,27.8,64.0,3.08664,0
26/12,4.7,3.6,26.06,68.0,3.77256,0
27/12,2.6,0.0,25.64,66.5,3.25812,0
28/12,6.9,0.2,27.42,59.0,3.6010800000000005,0
29/12,8.4,0.0,26.24,65.75,3.77256,0
30/12,7.5,0.1,25.04,72.5,2.05776,0
31/12,0.7,19.0,22.78,88.0,2.74368,0
01/01,6.9,6.0,24.02,81.25,2.5722,0
02/01,3.9,24.0,23.42,88.5,2.74368,0
03/01,4.6,29.2,24.2,83.25,2.5722,0
04/01,3.1,8.7,24.54,85.5,2.05776,0
05/01,1.6,17.5,23.84,85.25,2.40072,0
06/01,5.3,3.2,24.14,89.75,1.54332,0
07/01,8.0,63.0,25.4,78.25,2.05776,0
08/01,8.2,0.6,26.02,73.0,1.88628,0
09/01,8.1,0.0,25.16,75.0,2.5722,0
10/01,10.6,0.0,23.82,72.25,2.5722,0
11/01,10.4,0.0,25.8,67.75,2.2292400000000003,0
12/01,6.8,0.0,25.48,72.5,1.88628,0
13/01,8.3,0.0,26.62,65.25,1.7148,0
14/01,8.3,0.0,25.82,68.25,1.88628,0
15/01,10.7,0.0,25.66,65.5,2.5722,0
16/01,10.2,0.0,26.92,65.75,2.5722,0
17/01,9.3,0.0,26.32,66.0,2.05776,0
18/01,7.9,0.0,28.16,65.25,3.25812,0
19/01,10.8,0.0,26.36,66.0,2.05776,0
20/01,9.5,0.0,27.2,65.0,1.02888,0
21/01,3.8,0.0,24.72,80.25,2.05776,0
22/01,0.0,0.7,22.42,95.75,2.40072,0
23/01,0.5,54.7,21.82,93.5,1.54332,0
24/01,0.0,9.7,22.64,88.25,2.2292400000000003,0
25/01,5.8,0.7,25.8,80.75,1.02888,0
26/01,0.0,48.0,23.02,94.0,1.54332,0
27/01,5.4,1.1,25.6,77.75,2.05776,0
28/01,5.8,0.3,25.18,82.0,1.54332,0
29/01,8.5,0.0,25.74,74.5,1.54332,0
30/01,10.3,0.0,25.36,72.75,2.2292400000000003,0
31/01,9.6,0.0,25.14,70.75,1.88628,0
01/02,9.0,0.0,26.1,71.25,1.88628,0
02/02,7.3,0.0,26.24,77.75,1.20036,0
03/02,5.1,1.9,24.86,86.5,2.05776,0
04/02,4.6,21.3,24.68,85.25,1.88628,0
05/02,8.9,2.0,25.32,79.25,1.88628,0
06/02,5.2,0.0,24.48,82.75,2.05776,0
07/02,1.8,0.0,24.94,81.5,1.7148,0
08/02,0.6,1.4,24.12,88.0,1.54332,0
09/02,0.0,0.5,24.48,80.0,1.02888,0
10/02,7.1,0.0,25.3,75.75,1.20036,0
11/02,8.6,0.0,26.06,73.25,1.7148,0
12/02,11.0,0.0,25.84,70.25,2.2292400000000003,0
13/02,10.7,0.0,25.72,70.75,1.54332,0
14/02,8.0,0.0,25.92,72.75,1.37184,0
15/02,4.4,0.0,25.1,85.75,1.54332,0
16/02,10.1,1.0,26.36,67.0,2.05776,0
17/02,10.4,0.0,26.56,67.25,2.40072,0
18/02,2.2,0.5,24.92,83.0,1.54332,0
19/02,8.7,5.8,23.8,85.75,1.37184,0
20/02,7.0,3.9,24.84,79.5,1.37184,0
21/02,8.7,0.0,27.08,70.0,1.7148,0
22/02,8.5,0.0,26.9,71.25,2.05776,0
23/02,5.7,0.0,26.88,70.25,2.05776,0
24/02,8.4,0.0,26.9,75.25,2.40072,0
25/02,7.7,0.0,26.4,77.0,1.02888,0
26/02,10.8,0.0,26.46,64.25,1.20036,0
27/02,8.0,0.0,,69.0,1.88628,0
28/02,5.2,0.0,26.26,77.25,1.54332,0
29/02,7.5,0.0,26.52,67.25,1.88628,0
01/03,8.1,0.0,26.32,69.25,2.05776,0
02/03,5.0,0.0,25.38,71.75,1.54332,0
03/03,7.3,0.0,26.36,68.5,2.05776,0
04/03,7.8,0.0,26.92,67.5,2.05776,0
05/03,3.3,7.2,25.14,78.75,2.40072,0
06/03,3.1,26.0,23.46,90.75,2.2292400000000003,0
07/03,5.1,36.1,24.58,88.0,2.05776,0
08/03,1.1,29.3,23.24,91.5,2.05776,0
09/03,1.6,13.5,24.24,91.75,1.88628,0
10/03,7.3,21.1,26.06,80.25,1.37184,0
11/03,1.4,54.0,23.24,90.75,1.7148,0
12/03,3.6,14.3,23.46,93.0,1.7148,0
13/03,5.9,5.4,23.42,87.25,2.40072,0
14/03,2.7,3.9,22.86,93.0,2.5722,0
15/03,5.1,7.4,22.84,89.5,2.40072,0
16/03,9.6,0.8,24.2,74.25,3.08664,0
17/03,8.1,0.0,25.32,79.25,1.54332,0
18/03,6.4,0.0,25.46,80.0,1.02888,0
19/03,8.6,0.0,25.86,77.0,1.7148,0
20/03,4.8,4.5,24.52,87.25,2.05776,0
21/03,3.0,0.4,24.86,90.0,3.25812,0
22/03,4.3,6.3,24.64,88.25,2.5722,0
23/03,5.1,5.2,24.48,88.0,1.54332,0
24/03,6.7,17.4,23.36,83.5,2.5722,0
25/03,6.3,0.8,24.24,77.25,1.37184,0
26/03,4.7,55.5,23.3,87.25,2.05776,0
27/03,7.8,1.2,24.42,81.5,2.40072,0
28/03,3.9,0.0,24.48,83.0,2.05776,0
29/03,10.5,0.0,23.82,84.0,1.54332,0
30/03,10.0,4.3,24.12,82.5,2.05776,0
31/03,4.8,0.1,23.84,87.25,0.68592,0
01/04,5.9,0.3,23.98,87.75,2.40072,0
02/04,7.5,2.1,23.84,85.0,1.54332,0
03/04,7.7,0.0,24.18,80.25,0.68592,0
04/04,10.3,0.0,26.28,67.0,1.88628,0
05/04,8.9,0.0,26.26,72.0,1.54332,0
06/04,4.7,1.6,24.64,88.0,2.05776,0
07/04,5.7,4.8,24.8,84.5,1.37184,0
08/04,6.9,0.0,25.24,80.5,2.05776,0
09/04,9.0,0.0,26.68,75.0,2.9151599999999998,0
10/04,5.0,33.0,23.82,86.0,2.5722,0
11/04,5.3,12.0,23.66,90.25,1.37184,0
12/04,4.8,24.0,24.5,87.25,2.74368,0
13/04,0.0,50.0,22.62,94.75,2.05776,0
14/04,0.0,35.3,22.56,95.0,1.88628,0
15/04,5.1,4.7,24.16,87.75,1.54332,0
16/04,6.5,5.5,24.12,86.25,2.40072,0
17/04,7.4,7.0,24.58,88.0,1.54332,0
18/04,3.9,17.3,23.64,88.5,1.37184,0
19/04,0.2,0.0,22.82,90.5,1.02888,0
20/04,,8.4,,,1.54332,0
21/04,3.9,0.3,23.08,88.25,1.02888,0
22/04,3.2,5.9,23.32,89.0,1.88628,0
23/04,3.8,2.2,23.4,88.25,1.88628,0
24/04,9.4,4.8,23.72,77.5,2.74368,0
25/04,9.4,0.0,22.3,79.5,2.5722,0
26/04,5.3,0.0,22.82,85.0,2.9151599999999998,0
27/04,3.0,6.9,21.5,89.75,1.37184,0
28/04,0.8,0.1,20.52,90.0,2.05776,0
29/04,0.8,4.5,21.72,88.5,2.05776,0
30/04,3.9,0.2,22.66,65.5,0.68592,0
01/05,7.9,0.0,23.16,84.0,1.54332,0
02/05,8.0,0.0,23.18,86.5,1.54332,0
03/05,9.9,0.0,24.66,79.75,1.54332,1
04/05,7.4,1.0,23.58,82.25,2.40072,0
05/05,1.0,0.6,22.68,91.0,1.7148,0
06/05,2.2,1.4,22.32,90.0,2.05776,0
07/05,6.2,0.0,24.26,80.0,1.88628,0
08/05,5.2,0.8,23.82,88.5,3.08664,0
09/05,0.0,0.2,21.04,86.5,3.08664,0
10/05,1.7,0.0,21.26,81.5,3.25812,0
11/05,4.3,0.0,21.7,86.25,2.40072,0
12/05,5.5,0.8,22.34,91.25,2.74368,0
13/05,3.1,35.7,22.18,93.75,1.7148,0
14/05,5.9,1.3,22.38,86.25,1.54332,0
15/05,5.3,0.0,22.96,87.5,1.02888,0
16/05,5.6,0.0,23.32,84.5,1.37184,0
17/05,0.6,0.0,22.92,86.75,1.88628,0
18/05,1.3,12.3,22.0,94.0,2.05776,0
19/05,0.0,4.0,21.16,94.5,2.5722,0
20/05,4.5,1.0,,78.75,3.08664,0
21/05,2.8,0.1,21.48,86.5,3.25812,0
22/05,1.8,1.3,22.16,93.0,1.54332,0
23/05,2.6,3.4,22.42,90.25,1.54332,0
24/05,7.2,10.9,22.74,85.25,1.37184,0
25/05,8.2,0.0,24.0,83.0,1.7148,0
26/05,5.7,0.0,23.48,83.5,2.05776,0
27/05,6.4,13.8,23.76,88.25,1.54332,0
28/05,5.3,2.0,23.14,91.25,1.88628,0
29/05,8.9,1.0,21.22,83.25,2.05776,0
30/05,2.3,0.0,20.64,93.5,2.05776,0
31/05,8.0,0.0,20.36,86.75,1.54332,0
01/06,9.0,0.0,21.9,84.25,1.37184,0
02/06,6.6,0.0,23.32,84.5,1.02888,0
03/06,1.3,0.6,22.64,92.25,1.02888,0
04/06,3.3,2.5,22.4,94.0,1.54332,0
05/06,1.4,3.6,21.36,90.25,2.40072,0
06/06,3.0,0.0,22.1,85.5,2.74368,0
07/06,7.6,0.0,22.06,84.0,2.2292400000000003,0
08/06,7.8,2.8,21.64,85.25,2.5722,0
09/06,9.0,0.0,21.52,79.25,1.54332,0
10/06,5.8,1.9,21.6,87.0,2.05776,0
11/06,7.5,0.7,21.8,88.0,2.2292400000000003,0
12/06,9.8,0.0,22.58,77.25,1.54332,0
13/06,7.5,0.0,21.68,86.5,2.05776,0
14/06,6.4,0.0,21.64,86.5,2.5722,0
15/06,6.8,0.2,20.94,91.25,2.05776,0
16/06,3.6,2.7,20.52,89.25,2.9151599999999998,0
17/06,6.0,5.0,20.34,91.0,2.05776,0
18/06,0.3,0.6,20.12,88.5,1.88628,0
19/06,8.2,2.4,21.02,85.25,1.88628,0
20/06,1.9,0.1,19.78,94.5,2.5722,0
21/06,4.4,35.3,19.88,87.75,2.05776,0
22/06,0.8,2.2,20.7,93.75,3.25812,0
23/06,0.0,8.2,20.18,96.0,1.54332,0
24/06,8.4,9.0,19.8,89.0,1.20036,0
25/06,0.2,1.3,20.22,90.0,1.20036,0
26/06,7.6,7.7,21.14,87.25,1.54332,0
27/06,4.6,0.0,20.7,89.75,1.37184,0
28/06,7.7,0.0,20.54,87.25,1.88628,0
29/06,8.0,0.0,19.74,87.0,3.08664,0
30/06,3.4,0.5,21.16,92.75,2.05776,0
01/07,3.9,0.7,21.2,87.75,1.54332,0
02/07,9.9,0.0,21.38,78.5,1.20036,0
03/07,8.4,0.0,21.1,81.5,1.02888,0
04/07,9.0,0.0,22.28,78.5,1.7148,0
05/07,8.3,0.0,21.6,81.0,2.5722,0
06/07,8.7,0.0,20.58,85.75,3.08664,0
07/07,6.4,4.6,19.78,89.75,1.54332,0
08/07,5.2,0.2,21.12,85.25,2.05776,0
09/07,5.0,2.0,21.78,88.25,2.05776,0
10/07,0.9,7.3,19.38,95.75,2.74368,0
11/07,9.2,7.3,19.4,87.0,2.5722,0
12/07,10.0,0.0,20.52,84.75,2.05776,0
13/07,8.3,0.0,21.26,82.5,1.54332,0
14/07,9.7,0.0,21.62,81.0,1.37184,0
15/07,8.6,0.0,22.76,72.75,2.40072,0
16/07,7.3,0.0,20.26,84.0,2.5722,0
17/07,1.4,0.0,19.66,90.5,3.08664,0
18/07,5.2,13.2,20.3,84.75,2.40072,0
19/07,0.1,0.2,18.92,95.25,2.40072,0
20/07,6.6,2.8,20.26,90.0,2.05776,0
21/07,4.7,3.1,21.64,85.75,2.40072,0
22/07,8.5,4.3,20.14,83.5,1.54332,0
23/07,4.1,0.0,20.34,87.75,1.88628,0
24/07,1.4,2.0,19.6,95.5,2.05776,0
25/07,9.0,12.4,18.76,85.75,2.40072,0
26/07,4.7,0.0,20.0,93.0,1.88628,0
27/07,0.0,12.0,19.48,94.0,1.7148,0
28/07,6.9,12.6,21.28,83.0,2.05776,0
29/07,7.4,0.0,20.78,82.75,2.05776,0
30/07,8.6,0.6,19.28,87.5,2.40072,0
31/07,7.4,0.0,19.72,87.0,3.08664,0
01/08,9.1,2.5,21.04,72.0,3.08664,0
02/08,8.4,0.0,20.96,74.75,3.08664,0
03/08,8.0,0.0,20.08,78.5,2.5722,0
04/08,1.6,0.0,19.34,77.5,2.74368,0
05/08,5.7,0.0,18.96,85.25,3.77256,0
06/08,0.9,6.4,20.62,90.0,2.05776,0
07/08,3.9,5.5,19.54,85.75,3.08664,0
08/08,3.0,3.5,18.82,94.25,3.08664,0
09/08,2.6,14.0,20.12,88.5,2.5722,0
10/08,7.7,3.4,19.8,87.25,1.54332,0
11/08,5.0,0.0,20.28,87.0,1.37184,0
12/08,6.2,0.0,20.3,88.25,2.40072,0
13/08,5.1,7.2,20.16,93.75,2.05776,0
14/08,2.9,17.2,20.72,88.5,1.20036,0
15/08,8.2,2.0,20.66,82.0,1.54332,0
16/08,6.7,1.6,21.08,86.25,1.20036,0
17/08,3.9,0.0,21.92,84.25,1.7148,0
18/08,5.1,0.0,20.26,85.5,2.05776,0
19/08,5.2,0.1,21.38,83.5,2.05776,0
20/08,7.2,0.0,21.64,85.75,1.37184,0
21/08,8.3,0.0,22.34,81.0,2.05776,0
22/08,9.4,0.0,22.62,76.0,1.54332,0
23/08,4.1,0.0,21.68,85.5,1.37184,0
24/08,5.6,0.0,22.9,74.25,1.20036,0
25/08,5.6,0.0,21.04,87.25,1.02888,0
26/08,8.5,0.0,20.5,83.75,1.54332,0
27/08,9.6,0.0,19.7,81.75,2.2292400000000003,0
28/08,8.9,0.0,21.42,77.5,1.7148,0
29/08,8.4,0.0,21.7,76.75,1.20036,0
